PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,LuxurySpend,CabinDeck,CabinSide,CabinGroup
2506_03,Europa,False,55 Cancri e,23.0,False,36.0,2467.0,0.0,381.0,803.0,False,3687.0,A,P,Group 1
2508_01,Europa,True,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,D,S,Group 1
2508_02,Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,D,S,Group 1
2509_01,Earth,False,TRAPPIST-1e,43.0,False,0.0,9.0,1145.0,0.0,0.0,False,1154.0,F,S,Group 2
2510_01,Mars,False,TRAPPIST-1e,28.0,False,34.0,0.0,1342.0,91.0,0.0,True,1467.0,F,P,Group 2
2512_01,Europa,False,55 Cancri e,33.0,False,0.0,8759.0,0.0,2788.0,4513.0,False,16060.0,C,S,Group 1
2512_02,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,S,Group 1
2513_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,55.0,0.0,656.0,0.0,False,711.0,G,S,Group 1
2515_01,Europa,False,55 Cancri e,28.0,True,2.0,2144.0,0.0,435.0,5872.0,False,8453.0,B,S,Group 1
2515_02,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2516_01,Earth,False,55 Cancri e,29.0,False,75.0,17.0,0.0,211.0,506.0,False,809.0,G,P,Group 2
2518_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
2518_02,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
2519_01,Earth,False,TRAPPIST-1e,24.0,False,172.0,775.0,344.0,0.0,0.0,True,1291.0,F,S,Group 2
2520_01,Europa,False,TRAPPIST-1e,59.0,False,0.0,5407.0,0.0,285.0,1135.0,False,6827.0,C,P,Group 1
2521_01,Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,E,P,Group 1
2522_01,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2523_01,Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
2524_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,D,P,Group 1
2526_01,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
2527_01,Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 2
2528_01,Mars,False,TRAPPIST-1e,48.0,False,639.0,412.0,110.0,0.0,0.0,True,1161.0,F,S,Group 2
2530_01,Mars,False,TRAPPIST-1e,25.0,False,1734.0,1.0,189.0,1.0,0.0,False,1925.0,F,S,Group 2
2531_01,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 2
2532_01,Mars,False,TRAPPIST-1e,24.0,False,737.0,37.0,1682.0,0.0,0.0,False,2456.0,F,S,Group 2
2532_02,Mars,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 2
2534_01,Europa,False,55 Cancri e,20.0,False,0.0,646.0,0.0,0.0,1425.0,False,2071.0,B,P,Group 1
2534_02,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
2535_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 2
2537_01,Earth,False,PSO J318.5-22,23.0,False,0.0,9.0,292.0,35.0,349.0,True,685.0,E,P,Group 1
2540_01,Mars,False,TRAPPIST-1e,24.0,False,345.0,0.0,451.0,0.0,582.0,False,1378.0,E,S,Group 1
2541_01,Europa,False,TRAPPIST-1e,44.0,False,0.0,1482.0,127.0,1555.0,1257.0,False,4421.0,B,P,Group 1
2542_01,Mars,False,TRAPPIST-1e,29.0,False,834.0,0.0,28.0,117.0,41.0,False,1020.0,E,P,Group 1
2544_01,Europa,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2544_02,Europa,False,TRAPPIST-1e,42.0,False,41.0,1912.0,0.0,1899.0,43.0,False,3895.0,B,S,Group 1
2545_01,Earth,True,55 Cancri e,78.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 2
2546_01,Earth,False,TRAPPIST-1e,36.0,False,548.0,179.0,24.0,0.0,77.0,False,828.0,F,S,Group 2
2547_01,Europa,False,55 Cancri e,37.0,False,0.0,100.0,0.0,1402.0,1462.0,False,2964.0,B,S,Group 1
2547_02,Europa,False,55 Cancri e,41.0,False,0.0,12809.0,2.0,2835.0,1514.0,True,17160.0,A,P,Group 1
2548_01,Earth,False,TRAPPIST-1e,18.0,False,852.0,48.0,0.0,7.0,0.0,False,907.0,G,S,Group 2
2549_01,Mars,False,TRAPPIST-1e,62.0,False,1663.0,0.0,23.0,2.0,12.0,False,1700.0,F,P,Group 2
2549_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2549_03,Mars,False,TRAPPIST-1e,55.0,False,1281.0,0.0,7.0,1.0,0.0,False,1289.0,F,P,Group 2
2550_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 2
2551_01,Earth,False,TRAPPIST-1e,32.0,False,238.0,156.0,3.0,2.0,324.0,False,723.0,F,P,Group 2
2552_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,1124.0,4.0,0.0,0.0,True,1128.0,F,S,Group 2
2552_02,Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 2
2552_03,Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 2
2553_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,D,S,Group 1
2555_01,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
2555_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,P,Group 1
2557_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,S,Group 1
2558_01,Mars,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2558_02,Mars,False,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2558_03,Mars,False,TRAPPIST-1e,55.0,False,403.0,0.0,922.0,0.0,0.0,True,1325.0,F,P,Group 2
2558_04,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2559_01,Europa,False,TRAPPIST-1e,51.0,False,0.0,1949.0,0.0,2549.0,39.0,False,4537.0,B,S,Group 1
2560_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 2
2560_02,Earth,False,TRAPPIST-1e,21.0,False,882.0,0.0,0.0,0.0,0.0,False,882.0,G,P,Group 2
2560_03,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 2
2561_01,Earth,False,TRAPPIST-1e,19.0,False,194.0,44.0,0.0,549.0,1.0,False,788.0,E,S,Group 1
2562_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2562_02,Mars,False,TRAPPIST-1e,20.0,False,2502.0,0.0,96.0,0.0,0.0,False,2598.0,F,P,Group 2
2564_01,Europa,False,TRAPPIST-1e,42.0,False,2.0,3024.0,0.0,89.0,10.0,True,3125.0,E,S,Group 1
2565_01,Mars,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2565_02,Mars,False,TRAPPIST-1e,32.0,False,598.0,0.0,138.0,0.0,624.0,False,1360.0,E,P,Group 1
2571_01,Earth,False,TRAPPIST-1e,28.0,False,145.0,8.0,557.0,0.0,74.0,True,784.0,G,P,Group 2
2572_01,Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,S,Group 1
2572_02,Europa,True,55 Cancri e,56.0,True,0.0,0.0,0.0,0.0,0.0,True,0.0,C,S,Group 1
2573_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
2574_01,Earth,False,TRAPPIST-1e,42.0,False,10.0,303.0,12.0,0.0,478.0,False,803.0,F,S,Group 2
2578_01,Earth,False,TRAPPIST-1e,18.0,False,1153.0,0.0,0.0,1409.0,195.0,False,2757.0,F,S,Group 2
2580_01,Earth,False,TRAPPIST-1e,24.0,False,19.0,676.0,0.0,26.0,0.0,False,721.0,G,S,Group 2
2581_01,Earth,False,TRAPPIST-1e,20.0,False,496.0,20.0,16.0,0.0,254.0,False,786.0,E,P,Group 1
2581_02,Earth,False,TRAPPIST-1e,22.0,False,26.0,0.0,0.0,0.0,733.0,False,759.0,F,P,Group 2
2582_01,Earth,False,TRAPPIST-1e,22.0,False,98.0,0.0,46.0,641.0,0.0,False,785.0,G,P,Group 2
2584_01,Earth,False,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 2
2588_01,Earth,False,TRAPPIST-1e,28.0,False,4.0,166.0,743.0,0.0,0.0,True,913.0,G,P,Group 2
2589_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
2589_02,Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
2589_03,Europa,False,TRAPPIST-1e,26.0,False,0.0,8150.0,0.0,3508.0,99.0,False,11757.0,C,P,Group 1
2589_04,Europa,False,TRAPPIST-1e,30.0,True,0.0,632.0,0.0,673.0,2272.0,False,3577.0,C,P,Group 1
2589_05,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,P,Group 1
2590_01,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 2
2590_02,Earth,False,TRAPPIST-1e,45.0,False,406.0,148.0,285.0,0.0,0.0,False,839.0,G,P,Group 2
2590_03,Earth,True,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 2
2591_01,Earth,False,PSO J318.5-22,18.0,False,9.0,419.0,0.0,201.0,7.0,False,636.0,F,S,Group 2
2591_02,Earth,False,TRAPPIST-1e,23.0,False,0.0,121.0,0.0,568.0,128.0,False,817.0,G,S,Group 2
2592_01,Mars,False,TRAPPIST-1e,29.0,True,803.0,0.0,0.0,58.0,0.0,False,861.0,D,P,Group 1
2592_02,Mars,False,TRAPPIST-1e,18.0,False,1102.0,9.0,2628.0,0.0,0.0,False,3739.0,D,P,Group 1
2593_01,Earth,False,TRAPPIST-1e,28.0,False,804.0,2.0,13.0,0.0,62.0,False,881.0,G,P,Group 2
2594_01,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2595_01,Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2595_02,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2595_03,Mars,False,TRAPPIST-1e,28.0,False,938.0,61.0,0.0,53.0,4.0,False,1056.0,D,P,Group 1
2595_04,Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2596_01,Mars,False,TRAPPIST-1e,20.0,False,59.0,0.0,1646.0,1657.0,0.0,False,3362.0,D,P,Group 1
2596_02,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2597_01,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 2
2597_02,Earth,False,55 Cancri e,31.0,False,995.0,7.0,1213.0,0.0,687.0,False,2902.0,F,S,Group 2
2598_01,Mars,False,TRAPPIST-1e,37.0,False,27.0,0.0,1131.0,0.0,1318.0,False,2476.0,F,P,Group 2
2599_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 1
2601_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2602_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,E,P,Group 1
2602_02,Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,E,P,Group 1
2602_03,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,E,P,Group 1
2605_01,Mars,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,D,S,Group 1
2606_01,Earth,False,TRAPPIST-1e,27.0,False,900.0,0.0,0.0,0.0,1.0,False,901.0,F,P,Group 2
2606_02,Earth,False,TRAPPIST-1e,45.0,False,10.0,16.0,801.0,73.0,0.0,False,900.0,F,P,Group 2
2607_01,Europa,True,TRAPPIST-1e,63.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2607_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2607_03,Europa,False,55 Cancri e,35.0,False,0.0,1471.0,2.0,445.0,533.0,True,2451.0,B,S,Group 1
2607_04,Europa,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2609_01,Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 2
2616_01,Earth,False,TRAPPIST-1e,17.0,False,0.0,604.0,0.0,0.0,218.0,False,822.0,F,P,Group 2
2617_01,Earth,False,PSO J318.5-22,32.0,False,59.0,0.0,469.0,0.0,0.0,False,528.0,G,P,Group 2
2618_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,E,P,Group 1
2619_01,Earth,False,55 Cancri e,17.0,False,2000.0,0.0,0.0,0.0,0.0,False,2000.0,F,S,Group 2
2622_01,Earth,False,55 Cancri e,34.0,False,492.0,0.0,13.0,55.0,0.0,False,560.0,F,S,Group 2
2624_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,0.0,875.0,3.0,0.0,False,878.0,F,P,Group 2
2625_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 2
2625_02,Earth,False,TRAPPIST-1e,22.0,False,0.0,1.0,271.0,0.0,1348.0,False,1620.0,E,P,Group 1
2626_01,Earth,False,TRAPPIST-1e,19.0,False,232.0,0.0,479.0,0.0,5.0,False,716.0,F,P,Group 2
2627_01,Earth,False,PSO J318.5-22,40.0,False,0.0,228.0,5.0,454.0,1.0,False,688.0,F,P,Group 2
2628_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,A,P,Group 1
2628_02,Europa,False,55 Cancri e,51.0,False,0.0,6.0,0.0,2085.0,67.0,False,2158.0,A,P,Group 1
2629_01,Earth,False,TRAPPIST-1e,22.0,False,91.0,6.0,0.0,17.0,693.0,False,807.0,G,P,Group 2
2631_01,Mars,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2633_01,Earth,False,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 2
2634_01,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 2
2635_01,Mars,False,TRAPPIST-1e,18.0,False,1867.0,0.0,29.0,72.0,0.0,True,1968.0,D,P,Group 1
2636_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,137.0,671.0,0.0,False,808.0,G,S,Group 2
2638_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,29.0,0.0,759.0,0.0,False,788.0,E,S,Group 1
2640_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,1051.0,False,1051.0,F,S,Group 2
2641_01,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 2
2642_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,17.0,0.0,793.0,False,810.0,G,P,Group 2
2643_01,Earth,False,PSO J318.5-22,34.0,False,122.0,0.0,6.0,739.0,0.0,False,867.0,F,S,Group 2
2645_01,Europa,False,TRAPPIST-1e,55.0,False,0.0,815.0,1558.0,3.0,1334.0,True,3710.0,C,S,Group 1
2645_02,Europa,False,TRAPPIST-1e,42.0,False,3.0,2174.0,0.0,10860.0,2564.0,False,15601.0,C,S,Group 1
2645_03,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,S,Group 1
2645_04,Europa,False,55 Cancri e,28.0,False,0.0,3053.0,0.0,839.0,2153.0,True,6045.0,C,S,Group 1
2645_05,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,S,Group 1
2646_01,Europa,False,55 Cancri e,33.0,False,0.0,286.0,1795.0,712.0,7041.0,False,9834.0,B,P,Group 1
2647_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,636.0,68.0,False,704.0,F,P,Group 2
2648_01,Earth,False,TRAPPIST-1e,23.0,False,490.0,313.0,0.0,6.0,0.0,False,809.0,G,S,Group 2
2649_01,Mars,False,TRAPPIST-1e,16.0,False,46.0,0.0,1994.0,0.0,677.0,False,2717.0,D,P,Group 1
2650_01,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 2
2651_01,Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2652_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,670.0,0.0,32.0,True,702.0,F,S,Group 2
2655_01,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 2
2657_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,27.0,1.0,686.0,1.0,False,715.0,F,S,Group 2
2658_01,Earth,False,TRAPPIST-1e,21.0,False,366.0,1136.0,795.0,132.0,0.0,False,2429.0,F,P,Group 2
2659_01,Mars,False,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,E,S,Group 1
2660_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,2.0,1215.0,False,1217.0,F,P,Group 2
2661_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,4.0,0.0,750.0,3.0,False,758.0,F,S,Group 2
2661_02,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 2
2662_01,Mars,False,55 Cancri e,27.0,False,1722.0,4.0,937.0,0.0,0.0,False,2663.0,F,P,Group 2
2663_01,Earth,False,55 Cancri e,13.0,False,0.0,0.0,0.0,4.0,811.0,True,815.0,F,P,Group 2
2664_01,Mars,True,PSO J318.5-22,71.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,E,S,Group 1
2666_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,E,S,Group 1
2666_02,Mars,False,55 Cancri e,18.0,False,1874.0,0.0,260.0,0.0,0.0,False,2134.0,E,S,Group 1
2668_01,Earth,False,55 Cancri e,23.0,False,29.0,34.0,1.0,2838.0,0.0,False,2902.0,F,S,Group 2
2668_02,Earth,False,55 Cancri e,34.0,False,0.0,382.0,0.0,87.0,236.0,False,705.0,G,S,Group 2
2670_01,Earth,False,TRAPPIST-1e,20.0,False,4.0,790.0,0.0,15.0,0.0,False,809.0,G,P,Group 2
2671_01,Earth,False,55 Cancri e,17.0,False,0.0,33.0,0.0,56.0,708.0,False,797.0,F,P,Group 2
2672_01,Earth,False,PSO J318.5-22,21.0,False,970.0,0.0,213.0,8.0,86.0,False,1277.0,F,P,Group 2
2675_01,Europa,False,TRAPPIST-1e,33.0,False,0.0,1554.0,3813.0,0.0,1435.0,True,6802.0,C,S,Group 1
2676_01,Europa,False,55 Cancri e,34.0,False,3551.0,1284.0,1865.0,90.0,0.0,True,6790.0,B,P,Group 1
2677_01,Europa,False,TRAPPIST-1e,51.0,False,0.0,302.0,0.0,1367.0,669.0,False,2338.0,D,S,Group 1
2678_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,680.0,0.0,10.0,0.0,True,690.0,F,S,Group 2
2679_01,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,S,Group 2
2682_01,Earth,False,TRAPPIST-1e,31.0,False,880.0,0.0,0.0,8.0,0.0,False,888.0,G,P,Group 2
2683_01,Europa,False,TRAPPIST-1e,36.0,False,2.0,1297.0,0.0,4.0,0.0,True,1303.0,A,S,Group 1
2684_01,Europa,False,TRAPPIST-1e,39.0,False,0.0,7116.0,0.0,13208.0,1515.0,False,21839.0,B,P,Group 1
2685_01,Earth,False,TRAPPIST-1e,26.0,False,886.0,0.0,0.0,0.0,21.0,False,907.0,G,P,Group 2
2687_01,Earth,False,TRAPPIST-1e,51.0,False,0.0,1347.0,0.0,43.0,0.0,True,1390.0,F,P,Group 2
2688_01,Earth,False,TRAPPIST-1e,24.0,False,13.0,193.0,0.0,0.0,591.0,False,797.0,F,P,Group 2
2690_01,Earth,False,55 Cancri e,27.0,False,339.0,104.0,116.0,160.0,0.0,True,719.0,E,S,Group 1
2691_01,Earth,False,TRAPPIST-1e,31.0,False,0.0,243.0,1.0,559.0,0.0,False,803.0,F,P,Group 2
2692_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,21.0,0.0,695.0,False,716.0,G,S,Group 1
2693_01,Europa,False,TRAPPIST-1e,57.0,False,0.0,1514.0,0.0,72.0,1393.0,False,2979.0,A,P,Group 1
2693_02,Europa,False,55 Cancri e,36.0,True,11.0,79.0,0.0,210.0,1895.0,False,2195.0,A,P,Group 1
2693_03,Europa,False,TRAPPIST-1e,55.0,False,0.0,846.0,0.0,263.0,2024.0,False,3133.0,A,P,Group 1
2693_04,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,A,P,Group 1
2695_01,Mars,False,TRAPPIST-1e,18.0,False,947.0,0.0,4.0,4.0,0.0,False,955.0,E,S,Group 1
2697_01,Mars,False,TRAPPIST-1e,27.0,False,1893.0,487.0,4.0,0.0,0.0,False,2384.0,D,S,Group 1
2698_01,Europa,False,TRAPPIST-1e,50.0,False,0.0,2684.0,0.0,153.0,1751.0,False,4588.0,C,P,Group 1
2700_01,Earth,False,TRAPPIST-1e,24.0,False,45.0,138.0,1.0,0.0,530.0,False,714.0,F,S,Group 2
2701_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 2
2702_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 2
2703_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,617.0,0.0,0.0,10.0,False,627.0,G,S,Group 2
2704_01,Earth,False,TRAPPIST-1e,44.0,False,1178.0,1.0,348.0,0.0,0.0,False,1527.0,F,S,Group 2
2706_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2707_01,Europa,False,TRAPPIST-1e,58.0,False,1113.0,1650.0,0.0,194.0,510.0,True,3467.0,B,S,Group 1
2707_02,Europa,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2708_01,Earth,False,PSO J318.5-22,23.0,False,3.0,548.0,37.0,0.0,12.0,True,600.0,F,S,Group 2
2709_01,Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 2
2709_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 2
2709_03,Mars,False,TRAPPIST-1e,33.0,False,361.0,0.0,381.0,1622.0,0.0,False,2364.0,F,S,Group 2
2709_04,Mars,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,S,Group 2
2712_01,Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2713_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 2
2714_01,Earth,False,55 Cancri e,59.0,False,269.0,1776.0,0.0,0.0,12.0,False,2057.0,F,P,Group 2
2717_01,Earth,False,TRAPPIST-1e,18.0,False,130.0,0.0,13.0,191.0,554.0,False,888.0,G,S,Group 2
2718_01,Europa,True,TRAPPIST-1e,72.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,B,S,Group 1
2720_01,Earth,False,PSO J318.5-22,23.0,False,171.0,2373.0,1.0,30.0,985.0,False,3560.0,G,P,Group 2
2720_02,Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 2
2720_03,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,P,Group 2
2721_01,Earth,False,PSO J318.5-22,25.0,False,21.0,746.0,55.0,0.0,4.0,False,826.0,F,P,Group 2
2722_01,Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,D,S,Group 1
2723_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,C,S,Group 1
2723_02,Europa,False,TRAPPIST-1e,54.0,False,0.0,5876.0,0.0,0.0,914.0,True,6790.0,C,S,Group 1
2724_01,Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,F,P,Group 2
2724_02,Mars,False,TRAPPIST-1e,48.0,False,1200.0,0.0,38.0,48.0,0.0,False,1286.0,F,P,Group 2
2725_01,Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,362.0,272.0,0.0,False,634.0,F,P,Group 2
2726_01,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,G,P,Group 2
2727_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,9.0,11.0,784.0,63.0,False,867.0,F,S,Group 2
2729_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 2
2730_01,Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 2
2730_02,Earth,False,TRAPPIST-1e,16.0,False,0.0,1115.0,0.0,1674.0,132.0,False,2921.0,F,S,Group 2
2730_03,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,G,S,Group 2
